direction_angle,force,duration,survived,mean_len
0.0,40.0,1,0,74
0.0,40.0,2,1,600
0.0,40.0,3,1,600
0.0,40.0,4,1,600
0.0,40.0,5,1,600
0.0,40.0,6,1,600
0.0,40.0,7,1,600
0.0,40.0,8,1,600
0.0,40.0,9,1,600
0.0,40.0,10,1,600
0.0,40.0,11,1,600
0.0,40.0,12,1,600
0.0,40.0,13,1,600
0.0,40.0,14,0,511
0.0,40.0,15,0,100
0.0,40.0,16,1,600
0.0,40.0,17,0,149
0.0,40.0,18,1,600
0.0,40.0,19,0,86
0.0,40.0,20,0,525
0.0,40.0,21,0,53
0.0,40.0,22,0,49
0.0,40.0,23,0,126
0.0,40.0,24,1,600
0.0,40.0,25,0,55
0.0,40.0,26,0,35
0.0,40.0,27,0,84
0.0,40.0,28,0,50
0.0,40.0,29,1,600
0.0,40.0,30,0,33
0.0,40.0,31,0,24
0.0,40.0,32,0,32
0.0,40.0,33,0,37
0.0,40.0,34,0,28
0.0,40.0,35,0,28
0.0,40.0,36,0,26
0.0,40.0,37,0,29
0.0,40.0,38,0,23
0.0,40.0,39,0,32
0.0,40.0,40,0,31
0.0,100.0,1,1,600
0.0,100.0,2,1,600
0.0,100.0,3,1,600
0.0,100.0,4,0,536
0.0,100.0,5,1,600
0.0,100.0,6,1,600
0.0,100.0,7,0,73
0.0,100.0,8,0,111
0.0,100.0,9,0,78
0.0,100.0,10,0,150
0.0,100.0,11,0,23
0.0,100.0,12,0,22
0.0,100.0,13,0,20
0.0,100.0,14,0,16
0.0,100.0,15,0,12
0.0,100.0,16,0,13
0.0,100.0,17,0,9
0.0,100.0,18,0,11
0.0,100.0,19,0,13
0.0,100.0,20,0,15
0.0,100.0,21,0,10
0.0,100.0,22,0,14
0.0,100.0,23,0,15
0.0,100.0,24,0,10
0.0,100.0,25,0,6
0.0,100.0,26,0,6
0.0,100.0,27,0,6
0.0,100.0,28,0,6
0.0,100.0,29,0,7
0.0,100.0,30,0,6
0.0,100.0,31,0,6
0.0,100.0,32,0,6
0.0,100.0,33,0,8
0.0,100.0,34,0,6
0.0,100.0,35,0,9
0.0,100.0,36,0,8
0.0,100.0,37,0,6
0.0,100.0,38,0,14
0.0,100.0,39,0,6
0.0,100.0,40,0,6
0.0,200.0,1,1,600
0.0,200.0,2,1,600
0.0,200.0,3,1,600
0.0,200.0,4,0,50
0.0,200.0,5,0,35
0.0,200.0,6,0,18
0.0,200.0,7,0,15
0.0,200.0,8,0,13
0.0,200.0,9,0,14
0.0,200.0,10,0,11
0.0,200.0,11,0,11
0.0,200.0,12,0,9
0.0,200.0,13,0,8
0.0,200.0,14,0,9
0.0,200.0,15,0,6
0.0,200.0,16,0,8
0.0,200.0,17,0,15
0.0,200.0,18,0,14
0.0,200.0,19,0,16
0.0,200.0,20,0,13
0.0,200.0,21,0,10
0.0,200.0,22,0,11
0.0,200.0,23,0,10
0.0,200.0,24,0,10
0.0,200.0,25,0,11
0.0,200.0,26,0,8
0.0,200.0,27,0,12
0.0,200.0,28,0,10
0.0,200.0,29,0,6
0.0,200.0,30,0,6
0.0,200.0,31,0,11
0.0,200.0,32,0,10
0.0,200.0,33,0,10
0.0,200.0,34,0,6
0.0,200.0,35,0,13
0.0,200.0,36,0,10
0.0,200.0,37,0,17
0.0,200.0,38,0,14
0.0,200.0,39,0,10
0.0,200.0,40,0,8
22.5,40.0,1,1,600
22.5,40.0,2,1,600
22.5,40.0,3,1,600
22.5,40.0,4,1,600
22.5,40.0,5,1,600
22.5,40.0,6,0,548
22.5,40.0,7,1,600
22.5,40.0,8,1,600
22.5,40.0,9,1,600
22.5,40.0,10,1,600
22.5,40.0,11,1,600
22.5,40.0,12,1,600
22.5,40.0,13,1,600
22.5,40.0,14,1,600
22.5,40.0,15,1,600
22.5,40.0,16,1,600
22.5,40.0,17,1,600
22.5,40.0,18,1,600
22.5,40.0,19,1,600
22.5,40.0,20,1,600
22.5,40.0,21,1,600
22.5,40.0,22,0,43
22.5,40.0,23,1,600
22.5,40.0,24,0,410
22.5,40.0,25,0,553
22.5,40.0,26,1,600
22.5,40.0,27,0,452
22.5,40.0,28,0,72
22.5,40.0,29,1,600
22.5,40.0,30,0,472
22.5,40.0,31,0,28
22.5,40.0,32,0,68
22.5,40.0,33,0,69
22.5,40.0,34,0,57
22.5,40.0,35,0,55
22.5,40.0,36,0,56
22.5,40.0,37,0,177
22.5,40.0,38,0,70
22.5,40.0,39,0,54
22.5,40.0,40,0,52
22.5,100.0,1,1,600
22.5,100.0,2,1,600
22.5,100.0,3,1,600
22.5,100.0,4,0,464
22.5,100.0,5,1,600
22.5,100.0,6,1,600
22.5,100.0,7,0,169
22.5,100.0,8,1,600
22.5,100.0,9,0,48
22.5,100.0,10,1,600
22.5,100.0,11,1,600
22.5,100.0,12,0,23
22.5,100.0,13,0,22
22.5,100.0,14,0,21
22.5,100.0,15,0,18
22.5,100.0,16,0,13
22.5,100.0,17,0,13
22.5,100.0,18,0,16
22.5,100.0,19,0,12
22.5,100.0,20,0,15
22.5,100.0,21,0,10
22.5,100.0,22,0,11
22.5,100.0,23,0,12
22.5,100.0,24,0,11
22.5,100.0,25,0,9
22.5,100.0,26,0,6
22.5,100.0,27,0,6
22.5,100.0,28,0,8
22.5,100.0,29,0,6
22.5,100.0,30,0,6
22.5,100.0,31,0,6
22.5,100.0,32,0,6
22.5,100.0,33,0,6
22.5,100.0,34,0,6
22.5,100.0,35,0,6
22.5,100.0,36,0,6
22.5,100.0,37,0,6
22.5,100.0,38,0,6
22.5,100.0,39,0,6
22.5,100.0,40,0,6
22.5,200.0,1,1,600
22.5,200.0,2,1,600
22.5,200.0,3,1,600
22.5,200.0,4,0,466
22.5,200.0,5,0,32
22.5,200.0,6,0,24
22.5,200.0,7,0,20
22.5,200.0,8,0,15
22.5,200.0,9,0,18
22.5,200.0,10,0,13
22.5,200.0,11,0,10
22.5,200.0,12,0,11
